track_name,artist_names,spotify_streams,isrc,all_time_rank,track_score
blank space,taylor swift,1829733410,USCJY1431309,463,71.5
girls like you,maroon 5,399689964,USUM71710831,464,71.4
humble.,kendrick lamar,2226869580,USUM71703085,466,71.4
forget me,lewis capaldi,343556188,DEUM72204717,465,71.4
sabka malik ek,dada black sheep,2754,FR9W12228852,467,71.3
scared to start,michael marcagi,284119669,USWB12400001,469,71.2
super freaky girl,nicki minaj,549382975,USUM72215262,468,71.2
miracle (with ellie goulding),calvin harris,425999315,GBARL2300300,470,71.1
somebody that i used to know,gotye,1752826514,AUZS21100040,471,71.0
we don't talk anymore (feat. selena gomez),charlie puth,1859886400,USAT21502909,474,70.6
oh no,kreepa,40284121,USUYG1287925,473,70.6
pop out (feat. lil tjay),polo g,858059276,USQX91900309,472,70.6
7 years,lukas graham,1916203330,USWB11506516,475,70.5
something in the orange,zach bryan,891578597,USWB12201213,478,70.4
amargura,karol g,629102459,USUM72222552,477,70.4
"happy - from ""despicable me 2""",pharrell williams,1379786786,USQ4E1300686,476,70.4
bailando bachata,chayanne,136724343,USSD12201328,479,70.2
treat you better,shawn mendes,2164074552,USUM71604711,481,70.2
feliz cumpleaï¿½ï¿½os fe,feid,944833760,USUM72215366,483,70.1
let her go,passenger,2252713547,GBMQN1200012,484,70.1
fall back,lithe,78227549,AUMEV2435468,485,70.1
stressed out,twenty one pilots,2313532702,USAT21500597,482,70.1
astronaut in the ocean,masked wolf,1251675613,USAT22100017,486,70.0
all of me,john legend,2382407025,USSM11303954,487,69.8
2055,sleepy hallow,811700245,USRC12100442,488,69.7
bandit,don toliver,152597421,USAT22400561,490,69.6
redbone,childish gambino,1615152539,USYAH1600107,489,69.6
yimmy yimmy,tayc,28543791,USA2P2410436,491,69.5
"this is the thanks i get?! - from ""wish""",chris pine,15090071,USWD12328244,492,69.4
we don't talk about bruno,carolina gaitï¿½ï¿½n - la g,502781351,USWD12112915,493,69.4
you proof,morgan wallen,644437397,USUG12203266,494,69.3
enemy (with jid) - from the series arcane league of legends,imagine dragons,1502382072,USUM72119916,495,69.2
break my heart,dua lipa,1198689895,GBAHT1901303,496,69.2
shut down,blackpink,654818451,KRA402200020,497,69.0
regalo de dios,juliï¿½ï¿½n ï¿½ï¿½lvarez y su norteï,205050873,QZ7HP2300092,498,68.9
never let go,jung kook,26891849,USA2P2431076,499,68.9
toyour ï¿½ï¿½ï¿,rasha nahas,11360,QMEU32211578,500,68.9
chill vibes,tollan kim,1212312,SGB502214297,501,68.8
mia (feat. drake),bad bunny,1318254846,USWB11802236,503,68.7
toosie slide,drake,1059262917,USUG12001281,505,68.7
mientras me curo del cora,karol g,426341106,USUM72300862,506,68.7
down bad,taylor swift,210385853,USUG12401031,504,68.7
ballin' (with roddy ricch),mustard,907346612,USUM71911808,502,68.7
la llama que baila,el reino infantil,665611,ARF062200275,508,68.5
ain't no love in oklahoma (from twisters: the album),luke combs,33661899,USAT22402805,507,68.5
vegas (from the original motion picture soundtrack elvis),doja cat,553783547,USRC12201441,509,68.2
el merengue,marshmello,528420867,USSD12300040,510,68.2
made for me,muni long,142945230,USUG12307428,513,68.1
let's go 4,mc ig,269785626,BXG6R2300792,511,68.1
telekinesis,travis scott,313693195,USSM12305019,512,68.1
daqui pra sempre,manu,181784966,QZTPX2351515,514,68.0
martin & gina,polo g,885756212,USQX92002595,516,68.0
"thank u, next",ariana grande,1878196824,USUM71819361,515,68.0
one dance,drake,3192204066,USCM51600028,518,67.9
ily (i love you baby) (feat. emilee),surf mesa,912461674,QZJRC1945204,517,67.9
hope,xxxtentacion,1442703001,USUG11800447,519,67.8
trustfall,p!nk,255898884,USRC12204190,520,67.6
intentions (feat. quavo),justin bieber,1177960398,USUM72001302,521,67.5
prc,peso pluma,668103212,QM4TW2315684,522,67.4
lemonade,internet money,1320495311,QZJ842000368,523,67.3
without you,the kid laroi,927908363,USSM12006586,524,67.0
sensational (feat. davido & lojay),chris brown,70652012,USRC12302777,527,66.9
let go,central cee,415699405,US39N2203950,526,66.9
blister in the sun,violent femmes,250321751,USC4R2338087,525,66.9
savage (feat. beyoncï¿½ï¿½) - r,megan thee stallion,428986855,QMCE32000145,528,66.8
no idea,don toliver,922761340,USAT21903300,529,66.8
love yourself,justin bieber,2423583406,USUM71516761,530,66.8
tï¿½ï¿½,fuerza regida,188154454,QZ9QQ2400125,531,66.7
cari mama muda (senorita joven) - original mix,carella,149072,ITH642025474,532,66.6
need a favor,jelly roll,166866092,QMRSZ2203220,533,66.5
heeriye (feat. arijit singh),jasleen royal,296399608,INW262317690,534,66.4
work from home (feat. ty dolla $ign),fifth harmony,1429277695,USSM11600251,535,66.4
anabella,khaid,14645123,US23A1566792,536,66.3
bam bam (feat. ed sheeran),camila cabello,907821800,USSM12200047,539,66.2
the motto,tiï¿½ï¿,818199643,CYA112001070,540,66.2
single soon,selena gomez,205555865,USUM72310919,538,66.2
falling down - bonus track,lil peep,1156060152,USQX91802294,541,66.1
sin pijama,becky g,785389574,USSD11800157,542,65.9
wasted on you,morgan wallen,717226454,USUG12004194,545,65.7
break my soul,beyoncï¿,443564590,USSM12206234,544,65.7
nimbu kharbuja bhail 2,khesari lal yadav,9396018,ING642308945,546,65.6
murder in my mind,kordhell,668285368,QM4TW2218315,547,65.6
unstoppable,sia,1285237951,USRC11502934,548,65.5
traitor,olivia rodrigo,1564979439,USUG12101243,550,65.5
goosebumps,travis scott,2396737761,USSM11607555,549,65.5
quï¿½ï¿½ mï¿½ï¿,j balvin,811810737,QZM5U2100064,552,65.3
hrs and hrs,muni long,241632869,QZAKB2136210,551,65.3
boy with luv (feat. halsey),bts,1165842896,QM6MZ1917908,553,65.0
broccoli,ati2x06,846435891,ES64E2455101,626,64.9
angel baby,troye sivan,533416336,AUUM72100371,554,64.9
way 2 sexy (with future & young thug),drake,559759920,USUG12104403,555,64.7
bhauji lenge lenge,khesari lal yadav,1319711,ING642402634,556,64.6
sorry 4 that much,feid,8757910,USUM72406641,557,64.5
i wanna be your slave,mï¿½ï¿½ne,1053626902,ITB002100115,558,64.4
puffin on zootiez,future,395167576,USSM12203787,560,64.3
3d (feat. jack harlow),jung kook,573249007,USA2P2346470,559,64.3
xo tour llif3,lil uzi vert,2123458039,USAT21700684,562,64.2
lift me up - from black panther: wakanda forever - music from and inspired by,rihanna,378282960,QMJMT2204481,563,64.2
desire (with sam smith),calvin harris,226519256,GBARL2300798,561,64.2
cute,aurel surya lie,142732,SGB502236207,564,64.1
cold heart - pnau remix,elton john,2011121774,GBUM72104705,565,64.0
con altura,rosalï¿½,770653954,USSM11900950,566,63.9
ýýýýýý (heya),ive,32189908,QM4TX2478220,568,63.8
la canciï¿½,j balvin,1706325903,USUM71911618,570,63.8
in my mind,dynoro,1432473324,QZ22B1859046,567,63.8
chandelier,sia,1729264620,USRC11400498,569,63.8
eastside (with halsey & khalid),benny blanco,1736530084,USUM71809132,571,63.7
godzilla (feat. juice wrld),eminem,1456635235,USUM72000788,572,63.7
all about that bass,meghan trainor,815661095,USSM11401317,573,63.6
"besharam rang (from ""pathaan"")",vishal-shekhar,218291402,INY092200126,574,63.5
mr. take ya b*tch (feat. chriseanrock),lil mabu,64754747,QZVEM2364808,575,63.4
cheques,shubh,276505971,QM6P42332212,576,63.4
friday (feat. mufasa & hypeman) - dopamine re-edit,riton,979440925,GBCEN2000163,577,63.3
vagabundo,sebastian yatra,337650898,USUM72305982,578,63.3
cheap thrills,sia,1779046979,USRC11502935,580,63.2
yummy,justin bieber,792379282,USUM71923046,579,63.2
on my mama,victoria monï¿½,119798692,USRC12204025,582,63.1
wishing well,juice wrld,901486450,USUG12001905,583,63.1
too good at goodbyes,sam smith,2061017397,GBUM71704089,584,62.9
specialz,king gnu,178413226,JPU902303303,585,62.8
ta ta ta,bayanni,85207310,NGA3B2219002,586,62.8
un finde | crossover #2,big one,361219290,ARP7V2300002,588,62.6
there's nothing holdin' me back,shawn mendes,2043626431,USUM71702833,589,62.6
gulabi sadi,sanju rathod,34996527,FR2X42446102,587,62.6
breaking me,topic,1128612961,DEUM71906724,590,62.5
belong together,mark ambor,233969547,QM24S2400638,592,62.4
shake it off,taylor swift,1409692678,USCJY1431349,593,62.3
lovely bastards,zwe1hvndxr,224798632,QZPLS2390181,594,62.2
la curiosidad,jay wheeler,1099019265,USUYG1313832,595,62.1
el makinon,karol g,574357002,USUM72023904,596,62.0
in the stars,benson boone,725214939,USWB12201574,597,61.9
shirt,sza,469322271,USRC12203632,598,61.9
tiryakinim,bayhan,34304595,QZK6N2415960,599,61.8
we don't trust you,future,68542565,USSM12402040,600,61.7
tï¿½ï¿,dennis,333339751,BRSME2300692,601,61.7
cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,tï¿½ï¿½ng duy,6921900,QZYHM2362070,602,61.6
call out my name,the weeknd,1780889877,USUG11800560,603,61.6
lose control,meduza,932911098,DEUM71905792,604,61.6
the greatest,billie eilish,74533081,USUM72401992,606,61.5
x - remix,nicky jam,341040837,USSD11800257,605,61.5
223's (feat. 9lokknine),ynw melly,484542375,QMCE31902418,609,61.4
saami saami,mounika yadav,43286859,INA092117769,608,61.4
ýýchame la culpa,luis fonsi,935042457,USUM71712163,607,61.4
mask off,future,1596770801,USSM11701444,614,61.3
bon,number_i,7269751,JPY932300068,613,61.3
before you go,lewis capaldi,1920784716,DEUM71905868,611,61.3
sad girlz luv money remix (feat. kali uchis and moliy),amaarae,428189728,US23A1540104,610,61.3
young metro,future,69705399,USSM12402034,612,61.3
you raise me up,josh groban,124486631,USRE12300484,618,61.2
queencard,(g)i-dle,289304213,KRA392300001,616,61.2
"maroon color sadiya (from ""fasal"")",kalpana,10371919,INW132418021,617,61.2
rapstar,polo g,923823292,USSM12101640,615,61.2
say yes to heaven,lana del rey,513353284,GBUM72304301,620,61.1
maan meri jaan,king,467454503,INW272200083,621,61.0
best friend (feat. doja cat),saweetie,571532926,USWB12004547,622,61.0
gatï¿½ï¿½,karol g,427247328,USUM72216070,623,61.0
swalla (feat. nicki minaj & ty dolla $ign),jason derulo,1116304877,USWB11700237,624,61.0
te botï¿½ï¿½ - r,nio garcia,1176693861,QM4TW1811888,625,60.9
sicko mode,travis scott,2134271997,USSM11806660,626,60.9
act ii: date @ 8 (remix),4batz,89787741,USLD91756695,627,60.8
barbie world (with aqua) [from barbie the album],nicki minaj,470659154,USAT22306213,630,60.6
the kind of love we make,luke combs,470340261,US6XF2200076,628,60.6
europapa,joost,111170278,NL4TG2400001,629,60.6
omg,newjeans,675591495,USA2P2251723,632,60.5
baila,karl wine,2947162,TCAFA2047032,631,60.5
punto 40,rauw alejandro,396549329,USSD12200965,635,60.4
in the name of love,martin garrix,1452194416,NLM5S1600003,637,60.4
shorty party,cartel de santa,323657766,MX3602300010,633,60.4
drama,aespa,198043685,KRA302300350,634,60.4
head & heart (feat. mnek),joel corry,1196521179,UK4ZF2000305,636,60.4
callaita,bad bunny,1448173030,QM6N21919851,638,60.0
how do i say goodbye,dean lewis,459712644,AUUM72200172,639,59.9
one step closer,linkin park,687919107,USWB11201316,640,59.8
ultra solo,polimï¿½ï¿½ westc,360068693,CLPP22200004,642,59.7
hundred miles (sped up version),yall,16264949,ES7002364101,641,59.7
snap,rosa linn,1039482815,USSM12207342,643,59.7
lambiyan raataan,jubin nautiyal,53437,QZ93L2125871,644,59.6
gangnam style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,psy,477162323,USUM71210283,647,59.6
criminal,natti natasha,889098343,USB271700112,648,59.6
chantaje,shakira,1006124005,USSD11600299,646,59.6
laugh now cry later (feat. lil durk),drake,962634706,USUG12001748,645,59.6
psycho,post malone,1517935273,USUM71710836,650,59.5
casanova,soolking,191488217,FRPZ92324651,649,59.5
holanda,jhayco,320174752,USUM72310520,651,59.5
nï¿½ï¿½e,21 savage,150203467,USSM12309168,652,59.4
faded,alan walker,1943842010,NOG841549010,653,59.4
cough,kizz daniel,86103527,USUYG1448153,655,59.3
afraid to feel,lf system,355203657,GBAHT2200492,656,59.3
wow.,post malone,1680612367,USUM71822626,657,59.3
radioactive,imagine dragons,1836362703,USUM71201074,654,59.3
ritmo (bad boys for life),black eyed peas,961358721,USSM11912430,659,59.2
hot girl bummer,blackbear,1265080733,USUG11902959,658,59.2
dancing with a stranger (with normani),sam smith,1349115675,GBUM71807386,663,59.1
heartbreak anniversary,giveon,1157206056,USSM12000998,665,59.1
toxic,boywithuke,690010618,TCAFS2101442,662,59.1
tennessee whiskey,chris stapleton,954073526,USUM71418088,661,59.1
up,cardi b,646916214,USAT22100061,664,59.1
un preview,bad bunny,253455087,QMFME2329236,660,59.1
prada dem (feat. offset),gunna,57374288,USAT22401724,669,58.9
don't be shy,tiï¿½ï¿,686371118,CYA112000981,670,58.9
sabor fresa,fuerza regida,502536183,QZ9QQ2300457,668,58.9
mon love oho,liamsi,24215252,QZMEV2363867,666,58.9
surround sound (feat. 21 savage & baby tate),jid,548724288,USUM72123571,667,58.9
feather,sabrina carpenter,488979989,USUM72301876,673,58.8
super gremlin,kodak black,416955991,USAT22107295,672,58.8
natural,imagine dragons,1228556153,USUM71806694,674,58.8
la triple m,mawell,44557662,QM6P42364524,671,58.8
out west (feat. young thug),jackboys,709850383,USSM11914988,675,58.8
"fear song (from ""devara part 1"") [tamil]",anirudh ravichander,945093,INS182401563,677,58.7
high hopes,panic! at the disco,1602076880,USAT21801174,678,58.7
memory reboot,vï¿½,168087455,QM4TW2307105,679,58.6
side to side,ariana grande,1427792654,USUM71602107,680,58.6
build a bitch,bella poarch,452542081,USWB12101016,682,58.5
"natanael cano: bzrp music sessions, vol. 59",bizarrap,126619484,UYB282401007,683,58.4
400 degreez,juvenile,11610247,USCM52400062,687,58.3
y lloro,junior h,363816146,QZ9QQ2300724,685,58.3
streets,doja cat,1056939084,USRC11903460,686,58.3
how we roll,ciara,36007719,QZS7J2357291,684,58.3
"satranga (from ""animal"")",arijit singh,214352397,INS182303075,690,58.2
my universe,coldplay,1269607301,GBAYE2100952,688,58.2
peaches & eggplants (feat. 21 savage),young nudy,157446814,USRC12300570,689,58.2
"who want smoke?? (feat. g herbo, lil durk & 21 savage)",nardo wick,248749251,USRC12101071,691,58.1
thinking out loud,ed sheeran,473328,ITD541500554,693,58.0
o me voy o te vas,natanael cano,226233020,QZ9QQ2300812,692,58.0
punterï¿½,shakira,44416140,USQX92400523,697,57.9
girls like you (feat. cardi b),maroon 5,1650167380,USUM71805272,694,57.9
slime you out (feat. sza),drake,202169670,USUG12306064,696,57.9
therefore i am,billie eilish,805133547,USUM72021500,695,57.9
wish you the best,lewis capaldi,245513981,DEUM72206010,701,57.8
stitches,shawn mendes,1907768690,USUM71500658,700,57.8
back on 74,jungle,212122034,QM4TX2336316,702,57.8
"welcome to rosas - from ""wish""",ariana debose,12375503,USWD12328240,699,57.8
por mi mexico (remix),lefty sm,98795736,QM3DF2219446,703,57.7
this year (blessings),victor thompson,134208327,QZFYY2339108,705,57.7
"abrarï¿½ï¿½ï¿½s entry | jamal kudu ""animal"")",harshavardhan rameshwar,56885072,INS182303500,704,57.7
fair trade (with travis scott),drake,819136167,USUG12104402,708,57.6
mayores,becky g,709559454,USRC11701270,709,57.6
chorrito pa las animas,feid,558560568,USUM72222460,707,57.6
new divide,linkin park,340239513,USWB12400679,706,57.6
white horse,chris stapleton,155443055,USUG12300484,711,57.5
ojitos rojos,grupo frontera,221287566,DGA062368509,712,57.5
la morocha,luck ra,161280933,CLPP22300045,710,57.5
who is your guy?,spyro,21236593,QZW9L2260049,714,57.4
you right,doja cat,831648193,USRC12100544,713,57.4
amg,natanael cano,674025091,QZ9QQ2200105,715,57.3
bandido,myke towers,700122551,QMFME2047291,717,57.2
karma,jojo siwa,17310258,USSM12401851,716,57.2
el gordo trae el mando,chino pacas,545234876,FR10S2386363,720,57.1
ya no tengo tu love,sie7e,4561175,QZHN22300206,718,57.1
52 gaj ka daman,renuka panwar,48929060,INV772001001,719,57.1
ftcu,nicki minaj,167977668,USUM72318679,722,57.0
go crazy,young thug,699336080,USRC12001468,721,57.0
la jumpa,arcï¿½ï¿½,716829483,QMDA72252608,726,56.9
i don't care,boy spyce,3475009,NGA3B2318016,723,56.9
roar,katy perry,1156191242,USUM71308669,725,56.9
no guidance (feat. drake),chris brown,1030515485,USRC11901583,724,56.9
34+35,ariana grande,978617707,USUM72020423,727,56.8
permission to dance,bts,675763141,QMFME2102684,728,56.8
changes,xxxtentacion,1366479990,USUG11800211,729,56.8
tell ur girlfriend,lay bankz,167431139,QZZ4J2400019,730,56.7
spider,gims,26972053,FR8FB2407800,731,56.6
sunday best,surfaces,952626904,TCAEA1802695,733,56.6
guli mata,saad lamjarred,75152048,USA2P2331239,734,56.6
hola perdida,luck ra,110573724,CLPP22300118,732,56.6
better,khalid,1355539058,USRC11803179,736,56.5
i don't care (with justin bieber),ed sheeran,1816356140,GBAHS1900672,735,56.5
substitution,purple disco machine,218035732,DEE862300093,737,56.4
automotivo bibi fogosa,bibi babydoll,267867000,QZMZ92361338,739,56.4
mercho,lil cake,366462735,ARF102200411,738,56.4
bandook,nirvair pannu,40178056,FR96X2024977,740,56.4
silence,marshmello,1592440653,USRC11701901,741,56.3
miï¿½ï¿½n,tini,723722454,USHR12141512,742,56.3
trap queen,fetty wap,1182373720,QM7XC1400004,744,56.2
sign of the times,harry styles,1532653504,USSM11703595,743,56.2
metamorphosis,interworld,624007138,QZS642102633,746,56.2
botella tras botella,gera mx,647496971,MXUM62100001,747,56.2
"me, myself & i",g-eazy,1280838046,USRC11502210,745,56.2
"steal the show - from ""elemental""",lauv,117717973,USWD12326770,749,56.1
lut gaye,jubin nautiyal,171856399,INS182100281,751,56.1
piel,tiago pzk,128833634,USWL12400226,748,56.1
pasoori,shae gill,346971014,FR10S2289473,750,56.1
the boy is mine,ariana grande,175336290,USUM72317268,752,56.0
when we were young (the logical song),david guetta,158952262,UKWLG2300117,754,55.9
lay low,tiï¿½ï¿,406141247,NLZ542202348,756,55.9
bounce when she walk,ohboyprince,18637452,QZFZ72321643,753,55.9
